Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,threshold_violation_gal
1515724,Bottles/Cans,2,52.23,34.82,0,0.0,52.23,0,0.0
1515724,Bottles/Cans,3,78.34,52.23,0,0.0,78.34,0,0.0
1515724,Bottles/Cans,4,104.46,69.64,0,0.0,104.46,0,0.0
1515724,Bottles/Cans,5,130.57,87.05,1,130.57,0.0,0,0.0
1515724,Bottles/Cans,6,26.11,17.41,0,0.0,26.11,0,0.0
1515728,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515728,Bottles/Cans,1,15.54,10.36,0,0.0,15.54,0,0.0
1515728,Bottles/Cans,2,31.09,20.73,0,0.0,31.09,0,0.0
1515728,Bottles/Cans,3,46.63,31.09,0,0.0,46.63,0,0.0
1515728,Bottles/Cans,4,62.18,41.45,0,0.0,62.18,0,0.0
1515728,Bottles/Cans,5,77.72,51.81,0,0.0,77.72,0,0.0
1515728,Bottles/Cans,6,93.27,62.18,0,0.0,93.27,0,0.0
1515733,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515733,Bottles/Cans,1,7.92,5.28,0,0.0,7.92,0,0.0
1515733,Bottles/Cans,2,15.85,10.57,0,0.0,15.85,0,0.0
1515733,Bottles/Cans,3,23.77,15.85,0,0.0,23.77,0,0.0
1515733,Bottles/Cans,4,31.7,21.13,0,0.0,31.7,0,0.0
1515733,Bottles/Cans,5,39.62,26.41,0,0.0,39.62,0,0.0
1515733,Bottles/Cans,6,47.55,31.7,0,0.0,47.55,0,0.0
1515763,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515763,Bottles/Cans,1,9.96,6.64,0,0.0,9.96,0,0.0
1515763,Bottles/Cans,2,19.92,13.28,0,0.0,19.92,0,0.0
1515763,Bottles/Cans,3,29.87,19.92,0,0.0,29.87,0,0.0
1515763,Bottles/Cans,4,39.83,26.55,0,0.0,39.83,0,0.0
1515763,Bottles/Cans,5,49.79,33.19,0,0.0,49.79,0,0.0
1515763,Bottles/Cans,6,59.75,39.83,0,0.0,59.75,0,0.0
1515767,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515767,Bottles/Cans,1,20.82,13.88,0,0.0,20.82,0,0.0
1515767,Bottles/Cans,2,41.63,27.75,0,0.0,41.63,0,0.0
1515767,Bottles/Cans,3,62.45,41.63,0,0.0,62.45,0,0.0
1515767,Bottles/Cans,4,83.26,55.51,0,0.0,83.26,0,0.0
1515767,Bottles/Cans,5,104.08,69.38,0,0.0,104.08,0,0.0
1515767,Bottles/Cans,6,124.89,83.26,0,0.0,124.89,0,0.0
1515774,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515774,Bottles/Cans,1,16.98,11.32,0,0.0,16.98,0,0.0
1515774,Bottles/Cans,2,33.95,22.64,0,0.0,33.95,0,0.0
1515774,Bottles/Cans,3,50.93,33.95,0,0.0,50.93,0,0.0
1515774,Bottles/Cans,4,67.91,45.27,0,0.0,67.91,0,0.0
1515774,Bottles/Cans,5,84.88,56.59,0,0.0,84.88,0,0.0
1515774,Bottles/Cans,6,101.86,67.91,0,0.0,101.86,0,0.0
1515779,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515779,Bottles/Cans,1,24.0,16.0,0,0.0,24.0,0,0.0
1515779,Bottles/Cans,2,48.01,32.0,0,0.0,48.01,0,0.0
1515779,Bottles/Cans,3,72.01,48.01,0,0.0,72.01,0,0.0
1515779,Bottles/Cans,4,96.01,64.01,0,0.0,96.01,0,0.0
1515779,Bottles/Cans,5,120.02,80.01,0,0.0,120.02,0,0.0
1515779,Bottles/Cans,6,144.02,96.01,0,0.0,144.02,0,0.0
1520904,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1520904,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,1,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,2,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,3,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,4,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,5,0.0,0.0,0,0.0,0.0,0,0.0
1520926,Compostables,6,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
500101630,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,1,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,2,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,3,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,4,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,5,0.0,0.0,0,0.0,0.0,0,0.0
500101635,Compostables,6,0.0,0.0,0,0.0,0.0,0,0.0
500103011,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
500103011,Bottles/Cans,1,55.07,36.72,1,55.07,0.0,0,0.0
500103011,Bottles/Cans,2,55.07,36.72,0,0.0,55.07,0,0.0
500103011,Bottles/Cans,3,110.15,73.43,1,110.15,0.0,0,0.0
500103011,Bottles/Cans,4,55.07,36.72,0,0.0,55.07,0,0.0
500103011,Bottles/Cans,5,110.15,73.43,1,110.15,0.0,0,0.0
500103011,Bottles/Cans,6,55.07,36.72,0,0.0,55.07,0,0.0
