Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,overflow_slack_gal,threshold_violation_gal
1515700,Waste,4,102.27,68.18,0,0.0,102.27,0,0.0,12.27
1515700,Waste,5,126.14,84.09,0,0.0,126.14,0,0.0,36.14
1515700,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515714,Compostables,0,46.19,30.79,0,0.0,46.19,0,0.0,0.0
1515714,Compostables,1,69.28,46.19,0,0.0,69.28,0,0.0,0.0
1515714,Compostables,2,92.37,61.58,1,17.37,75.0,0,0.0,2.37
1515714,Compostables,3,98.09,65.4,0,0.0,98.09,0,0.0,8.09
1515714,Compostables,4,121.19,80.79,0,0.0,121.19,0,0.0,31.19
1515714,Compostables,5,144.28,96.19,0,0.0,144.28,0,0.0,54.28
1515714,Compostables,6,167.37,111.58,0,0.0,167.37,1,75.0,77.37
1520913,Waste,0,46.39,30.93,0,0.0,46.39,0,0.0,0.0
1520913,Waste,1,69.59,46.39,1,35.57,34.02,0,0.0,0.0
1520913,Waste,2,57.21,38.14,0,0.0,57.21,0,0.0,0.0
1520913,Waste,3,80.41,53.61,0,0.0,80.41,0,0.0,0.0
1520913,Waste,4,103.61,69.07,0,0.0,103.61,0,0.0,13.61
1520913,Waste,5,126.8,84.54,0,0.0,126.8,0,0.0,36.8
1520913,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
2503766,Waste,0,46.25,30.83,0,0.0,46.25,0,0.0,0.0
2503766,Waste,1,69.37,46.25,1,34.98,34.39,0,0.0,0.0
2503766,Waste,2,57.51,38.34,0,0.0,57.51,0,0.0,0.0
2503766,Waste,3,80.63,53.75,0,0.0,80.63,0,0.0,0.0
2503766,Waste,4,103.75,69.17,0,0.0,103.75,0,0.0,13.75
2503766,Waste,5,126.88,84.58,0,0.0,126.88,0,0.0,36.88
2503766,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515667,Waste,0,41.69,27.79,0,0.0,41.69,0,0.0,0.0
1515667,Waste,1,83.38,55.59,0,0.0,83.38,0,0.0,0.0
1515667,Waste,2,125.08,83.38,1,58.46,66.62,0,0.0,35.08
1515667,Waste,3,108.31,72.21,0,0.0,108.31,0,0.0,18.31
1515667,Waste,4,150.0,100.0,1,83.38,66.62,0,0.0,60.0
1515667,Waste,5,108.31,72.21,0,0.0,108.31,0,0.0,18.31
1515667,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515685,Compostables,0,38.95,25.97,0,0.0,38.95,0,0.0,0.0
1515685,Compostables,1,77.91,51.94,0,0.0,77.91,0,0.0,0.0
1515685,Compostables,2,116.86,77.91,1,44.77,72.09,0,0.0,26.86
1515685,Compostables,3,111.05,74.03,0,0.0,111.05,0,0.0,21.05
1515685,Compostables,4,150.0,100.0,1,77.91,72.09,0,0.0,60.0
1515685,Compostables,5,111.05,74.03,0,0.0,111.05,0,0.0,21.05
1515685,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515718,Compostables,0,30.25,20.16,0,0.0,30.25,0,0.0,0.0
1515718,Compostables,1,60.49,40.33,0,0.0,60.49,0,0.0,0.0
1515718,Compostables,2,90.74,60.49,0,0.0,90.74,0,0.0,0.74
1515718,Compostables,3,120.99,80.66,1,61.73,59.26,0,0.0,30.99
1515718,Compostables,4,89.51,59.67,0,0.0,89.51,0,0.0,0.0
1515718,Compostables,5,119.75,79.84,0,0.0,119.75,0,0.0,29.75
1515718,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515783,Waste,0,32.13,21.42,0,0.0,32.13,0,0.0,0.0
1515783,Waste,1,64.25,42.84,0,0.0,64.25,0,0.0,0.0
1515783,Waste,2,96.38,64.25,0,0.0,96.38,0,0.0,6.38
1515783,Waste,3,128.51,85.67,1,74.89,53.62,0,0.0,38.51
1515783,Waste,4,85.75,57.16,0,0.0,85.75,0,0.0,0.0
1515783,Waste,5,117.87,78.58,0,0.0,117.87,0,0.0,27.87
1515783,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515786,Compostables,0,34.96,23.31,0,0.0,34.96,0,0.0,0.0
1515786,Compostables,1,69.92,46.61,0,0.0,69.92,0,0.0,0.0
1515786,Compostables,2,104.88,69.92,1,94.73,10.16,0,0.0,14.88
1515786,Compostables,3,45.12,30.08,0,0.0,45.12,0,0.0,0.0
1515786,Compostables,4,80.08,53.39,0,0.0,80.08,0,0.0,0.0
1515786,Compostables,5,115.04,76.69,0,0.0,115.04,0,0.0,25.04
1515786,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515790,Compostables,0,33.41,22.27,0,0.0,33.41,0,0.0,0.0
1515790,Compostables,1,66.82,44.55,0,0.0,66.82,0,0.0,0.0
1515790,Compostables,2,100.23,66.82,1,83.87,16.36,0,0.0,10.23
1515790,Compostables,3,49.77,33.18,0,0.0,49.77,0,0.0,0.0
1515790,Compostables,4,83.18,55.45,0,0.0,83.18,0,0.0,0.0
1515790,Compostables,5,116.59,77.73,0,0.0,116.59,0,0.0,26.59
1515790,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515791,Compostables,0,44.65,29.77,0,0.0,44.65,0,0.0,0.0
1515791,Compostables,1,89.3,59.53,1,28.6,60.7,0,0.0,0.0
1515791,Compostables,2,105.35,70.23,0,0.0,105.35,0,0.0,15.35
1515791,Compostables,3,150.0,100.0,1,133.95,16.05,0,0.0,60.0
1515791,Compostables,4,60.7,40.47,0,0.0,60.7,0,0.0,0.0
1515791,Compostables,5,105.35,70.23,0,0.0,105.35,0,0.0,15.35
1515791,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
2503768,Waste,0,39.21,26.14,1,6.84,32.37,0,0.0,0.0
2503768,Waste,1,71.58,47.72,0,0.0,71.58,0,0.0,0.0
2503768,Waste,2,110.79,73.86,0,0.0,110.79,0,0.0,20.79
2503768,Waste,3,150.0,100.0,1,85.63,64.37,0,0.0,60.0
2503768,Waste,4,103.58,69.06,1,32.0,71.58,0,0.0,13.58
2503768,Waste,5,110.79,73.86,0,0.0,110.79,0,0.0,20.79
2503768,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1514010,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1514010,Compostables,1,58.34,38.89,0,0.0,58.34,0,0.0,0.0
1514010,Compostables,2,116.68,77.79,1,83.36,33.32,0,0.0,26.68
1514010,Compostables,3,91.66,61.11,0,0.0,91.66,0,0.0,1.66
1514010,Compostables,4,150.0,100.0,1,116.68,33.32,0,0.0,60.0
1514010,Compostables,5,91.66,61.11,0,0.0,91.66,0,0.0,1.66
1514010,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515672,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515672,Waste,1,45.94,30.63,0,0.0,45.94,0,0.0,0.0
1515672,Waste,2,91.88,61.26,0,0.0,91.88,0,0.0,1.88
1515672,Waste,3,137.83,91.88,1,125.65,12.17,0,0.0,47.83
